partner_id,prob_default,nova_score,decision_fair,decision_baseline
20485,0.03776440573480622,829.2295768458566,0,0
9171,0.0631579656759195,815.2631188782443,0,0
1314,0.04531945816485772,825.0742980093282,0,0
29685,0.048698501756666006,823.2158240338337,0,0
6070,0.08027096192574175,805.850970940842,0,0
22804,0.14912627251594582,767.9805501162298,0,0
46282,0.08552038424594273,802.9637886647315,0,0
1273,0.036414111040976714,829.9722389274629,0,0
11915,0.02435340486262347,836.6056273255571,0,0
43892,0.057123960521737877,818.5818217130442,0,0
3129,0.036781931325809446,829.7699377708049,0,0
9980,0.09084919391025326,800.0329433493607,0,0
39,0.06080986920962204,816.5545719347078,0,0
35881,0.12526881419077351,781.1021521950745,0,0
42991,0.2935414826212139,688.5521845583323,1,0
30166,0.03776440573480622,829.2295768458566,0,0
49074,0.06718411880961936,813.0487346547094,0,0
8519,0.031376011885230495,832.7431934631232,0,0
12599,0.06681886349741133,813.2496250764237,0,0
2370,0.031376011885230495,832.7431934631232,0,0
5820,0.24799304515557108,713.6038251644359,0,0
7369,0.022367403674505914,837.6979279790218,0,0
24381,0.08857584529645339,801.2832850869506,0,0
19639,0.12327501385121269,782.198742381833,0,0
41757,0.07302881330452776,809.8341526825097,0,0
17436,0.015644537351332925,841.3955044567668,0,0
42017,0.018128686306216835,840.0292225315807,0,0
25634,0.0497542718843569,822.6351504636037,0,0
36254,0.055378467914204754,819.5418426471874,0,0
31239,0.13962536150427685,773.2060511726477,0,0
41659,0.16096873798539021,761.4671941080353,0,0
715,0.03322386597582865,831.7268737132943,0,0
25642,0.07815088941734097,807.0170108204625,0,0
27804,0.35972850678733037,652.1493212669683,1,0
44144,0.24458137471549427,715.4802439064781,0,0
522,0.07569086374146806,808.3700249421926,0,0
20615,0.0868540317934966,802.2302825135769,0,0
3814,0.04953135825700205,822.7577529586489,0,0
8199,0.1418387161349951,771.9887061257527,0,0
1666,0.08818243468288305,801.4996609244143,0,0
35942,0.05454530611049429,820.0000816392281,0,0
49574,0.05781102910627268,818.20393399155,0,0
9167,0.037215849006474205,829.5312830464392,0,0
24021,0.05782546426583567,818.1959946537904,0,0
34944,0.04256268835168769,826.5905214065718,0,0
29874,0.09145571025370754,799.6993593604609,0,0
17879,0.05081956040948663,822.0492417747823,0,0
11524,0.03580624168859463,830.306567071273,0,0
12353,0.09386218384795768,798.3757988836232,0,0
17683,0.04954259187339743,822.7515744696315,0,0
11676,0.1252811515471258,781.0953666490808,0,0
3643,0.04221592510304031,826.7812411933278,0,0
47600,0.04256268835168769,826.5905214065718,0,0
48423,0.05067964909173727,822.1261929995445,0,0
44105,0.07678304997004388,807.7693225164758,0,0
3806,0.04794719444550297,823.6290430549734,0,0
22813,0.1330336759432883,776.8314782311915,0,0
31409,0.06779163131549673,812.7146027764768,0,0
13791,0.036781931325809446,829.7699377708049,0,0
46732,0.036781931325809446,829.7699377708049,0,0
29352,0.059954883410160476,817.0248141244118,0,0
689,0.0678844740151827,812.6635392916495,0,0
26946,0.03862648789195611,828.7554316594242,0,0
42662,0.05530006037408176,819.584966794255,0,0
20112,0.0820335290773444,804.8815590074605,0,0
48527,0.03530891482051058,830.5800968487192,0,0
39563,0.0480627294568686,823.5654987987223,0,0
32026,0.05263140469194608,821.0527274194296,0,0
17822,0.04523240095727366,825.1221794734995,0,0
36290,0.1292642524473361,778.9046611539652,0,0
42828,0.11187850080046013,788.466824559747,0,0
13883,0.2667231346169831,703.3022759606592,0,0
9298,0.03412397119215866,831.2318158443127,0,0
6946,0.01802956262159298,840.0837405581238,0,0
37622,0.032923889550250524,831.8918607473622,0,0
20838,0.10590947644458422,791.7497879554787,0,0
14236,0.049875773187762255,822.5683247467308,0,0
14915,0.2413748988378335,717.2438056391916,0,0
6302,0.031376011885230495,832.7431934631232,0,0
8539,0.0591872159248179,817.4470312413501,0,0
3512,0.09281621079452003,798.9510840630139,0,0
29645,0.049648339852523704,822.693413081112,0,0
35255,0.09846370887183474,795.8449601204909,0,0
41986,0.07429554379130215,809.1374509147838,0,0
24268,0.053604172510031495,820.5177051194827,0,0
17279,0.06642454684203106,813.4664992368829,0,0
29260,0.0386297854164076,828.7536180209759,0,0
16326,0.2566988758668231,708.8156182732473,0,0
35617,0.04248912966526278,826.6309786841055,0,0
45699,0.07585707606931481,808.2786081618768,0,0
4706,0.04354516276068446,826.0501604816236,0,0
12105,0.08782679961158202,801.6952602136298,0,0
14937,0.12526881419077351,781.1021521950745,0,0
16041,0.05972762579937382,817.1498058103443,0,0
44903,0.036781931325809446,829.7699377708049,0,0
7424,0.09693546629353576,796.6854935385553,0,0
39758,0.031376011885230495,832.7431934631232,0,0
29600,0.15725251990714792,763.5111140510686,0,0
6904,0.05440570009611934,820.0768649471344,0,0
46613,0.10527748652508634,792.0973824112025,0,0
2352,0.28118739509448265,695.3469326980346,1,0
359,0.06573662008716309,813.8448589520603,0,0
48868,0.05505425929310265,819.7201573887935,0,0
48647,0.05074115286936364,822.09236592185,0,0
14002,0.04523240095727366,825.1221794734995,0,0
8066,0.05440539479274492,820.0770328639902,0,0
12700,0.047121595856405796,824.0831222789768,0,0
46485,0.036781931325809446,829.7699377708049,0,0
27284,0.05002773941431015,822.4847433221294,0,0
29975,0.030827455156898484,833.0448996637059,0,0
9382,0.07951797389080664,806.2651143600564,0,0
23704,0.05530006037408176,819.584966794255,0,0
35168,0.04347160407425956,826.0906177591572,0,0
39742,0.09927507616995024,795.3987081065274,0,0
28745,0.1142081508565751,787.1855170288836,0,0
45865,0.028520071529290137,834.3139606588904,0,0
41990,0.013646298510988822,842.4945358189561,0,0
2207,0.06276364902053924,815.4799930387035,0,0
17322,0.0386297854164076,828.7536180209759,0,0
20953,0.027109176239491925,835.0899530682794,0,0
25297,0.09121134258487697,799.8337615783176,0,0
12176,0.03715676891110873,829.5637770988902,0,0
47557,0.028520071529290137,834.3139606588904,0,0
37328,0.048525478493932746,823.310986828337,0,0
38852,0.05714897138813022,818.5680657365284,0,0
16544,0.0386297854164076,828.7536180209759,0,0
41941,0.04306001521977173,826.3169916291255,0,0
40758,0.1488895300917034,768.1107584495631,0,0
36584,0.07424216162201926,809.1668111078894,0,0
1755,0.039612259825404374,828.2132570960276,0,0
23703,0.08678741049079754,802.2669242300614,0,0
45536,0.047976921765600734,823.6126930289196,0,0
33857,0.047080255047871826,824.1058597236705,0,0
8601,0.08782679961158202,801.6952602136298,0,0
36936,0.04347160407425956,826.0906177591572,0,0
41840,0.047080255047871826,824.1058597236705,0,0
28890,0.0707740556822546,811.07426937476,0,0
34309,0.043188692921125725,826.2462188933808,0,0
32721,0.05396158806036618,820.3211265667986,0,0
4012,0.09121134258487697,799.8337615783176,0,0
45980,0.04347160407425956,826.0906177591572,0,0
19921,0.07250982183634556,810.1195979900099,0,0
17675,0.04194057293693077,826.9326848846881,0,0
10807,0.25315975995933215,710.7621320223673,0,0
41024,0.02908587203641244,834.0027703799732,0,0
24393,0.04523240095727366,825.1221794734995,0,0
26298,0.04621487536627044,824.5818185485513,0,0
4309,0.0856198108782819,802.909104016945,0,0
12137,0.07336795753224155,809.6476233572671,0,0
37190,0.32473685055036744,671.3947321972979,1,0
6144,0.18260387595364946,749.5678682254928,0,0
32988,0.04523240095727366,825.1221794734995,0,0
34928,0.06642454684203106,813.4664992368829,0,0
49867,0.02963442876474445,833.7010641793905,0,0
34227,0.047080255047871826,824.1058597236705,0,0
18198,0.11733353083919518,785.4665580384426,0,0
31175,0.0678844740151827,812.6635392916495,0,0
40121,0.073369068285268,809.6470124431025,0,0
31466,0.020054466209479104,838.9700435847865,0,0
30127,0.059571825989286786,817.2354957058923,0,0
14039,0.017198525853538746,840.5408107805537,0,0
10646,0.09387339302181728,798.3696338380005,0,0
37862,0.3510612717773844,656.9163005224386,1,0
35747,0.04468384422894165,825.423885674082,0,0
7015,0.0416973086700863,827.0664802314526,0,0
47349,0.028520071529290137,834.3139606588904,0,0
31961,0.0480627294568686,823.5654987987223,0,0
42948,0.06055430039828356,816.695134780944,0,0
27375,0.036781931325809446,829.7699377708049,0,0
11975,0.06990615655870962,811.5516138927097,0,0
5287,0.11540024461782473,786.5298654601963,0,0
28898,0.046094836479030066,824.6478399365334,0,0
4445,0.1354409581657344,775.5074730088461,0,0
18679,0.13745566650233842,774.3993834237139,0,0
17271,0.030827455156898484,833.0448996637059,0,0
41220,0.043969163471028215,825.8169600909345,0,0
47302,0.06710481048951467,813.0923542307669,0,0
19351,0.03776440573480622,829.2295768458566,0,0
27624,0.0386297854164076,828.7536180209759,0,0
17645,0.05508686452358464,819.7022245120285,0,0
37630,0.02908587203641244,834.0027703799732,0,0
42659,0.0416973086700863,827.0664802314526,0,0
44084,0.03715676891110873,829.5637770988902,0,0
45860,0.11540024461782473,786.5298654601963,0,0
37395,0.13768498239813262,774.2732596810271,0,0
2837,0.0807687567991821,805.5771837604498,0,0
38629,0.091622221233418,799.6077783216201,0,0
19071,0.02322626106625417,837.2255564135602,0,0
11796,0.06779163131549673,812.7146027764768,0,0
12410,0.047080255047871826,824.1058597236705,0,0
49891,0.04248912966526278,826.6309786841055,0,0
13486,0.04541364096890769,825.0224974671008,0,0
30608,0.03708321022468384,829.6042343764238,0,0
19349,0.02963442876474445,833.7010641793905,0,0
34744,0.031376011885230495,832.7431934631232,0,0
25401,0.07312215214855206,809.7828163182963,0,0
25407,0.045273741765807646,825.0994420288058,0,0
18277,0.0505250662823942,822.2112135446832,0,0
42128,0.0416973086700863,827.0664802314526,0,0
42976,0.050736746293353674,822.0947895386555,0,0
33742,0.04036807101244216,827.7975609431569,0,0
12683,0.030373763627319167,833.2944300049745,0,0
36392,0.07570080655979565,808.3645563921125,0,0
4475,0.031376011885230495,832.7431934631232,0,0
40325,0.06718411880961936,813.0487346547094,0,0
14749,0.01610865952803772,841.1402372595793,0,0
2451,0.2086336622971936,735.2514857365436,0,0
25940,0.13331174196022996,776.6785419218735,0,0
22315,0.09794516949185013,796.1301567794824,0,0
1722,0.08088081708420414,805.5155506036876,0,0
41095,0.0386297854164076,828.7536180209759,0,0
34895,0.06276364902053924,815.4799930387035,0,0
5265,0.0911272599271949,799.8800070400428,0,0
30018,0.08857584529645339,801.2832850869506,0,0
964,0.09184333250437486,799.4861671225938,0,0
26995,0.06138746220199403,816.2368957889033,0,0
12999,0.059571825989286786,817.2354957058923,0,0
8494,0.15047444609754487,767.2390546463503,0,0
1256,0.07678304997004388,807.7693225164758,0,0
29077,0.031376011885230495,832.7431934631232,0,0
32020,0.09986459420309378,795.0744731882985,0,0
48878,0.0631579656759195,815.2631188782443,0,0
5382,0.05342292038374815,820.6173937889384,0,0
18838,0.06707842054092826,813.1068687024895,0,0
24287,0.031376011885230495,832.7431934631232,0,0
45326,0.054975648939397236,819.7633930833315,0,0
27719,0.07255041388913715,810.0972723609746,0,0
2218,0.04026459511381675,827.8544726874007,0,0
21612,0.036781931325809446,829.7699377708049,0,0
27596,0.04904526500531337,823.0251042470776,0,0
25170,0.06642454684203106,813.4664992368829,0,0
12892,0.026778488408804094,835.2718313751577,0,0
9430,0.06779163131549673,812.7146027764768,0,0
21691,0.043188692921125725,826.2462188933808,0,0
6182,0.21467947126919573,731.9262908019423,0,0
35152,0.1341536377413622,776.2154992422508,0,0
5206,0.04889329877876548,823.108685671679,0,0
41097,0.09960486752952598,795.2173228587607,0,0
22075,0.036414111040976714,829.9722389274629,0,0
34767,0.03218440784938304,832.2985756828393,0,0
37977,0.12849497563835652,779.3277633989039,0,0
14750,0.05132559828535143,821.7709209430567,0,0
25154,0.04363934556473443,825.998359939396,0,0
9033,0.03530891482051058,830.5800968487192,0,0
539,0.08681380043938396,802.2524097583389,0,0
33024,0.030827455156898484,833.0448996637059,0,0
21028,0.03715676891110873,829.5637770988902,0,0
11236,0.09976057083904559,795.131686038525,0,0
25072,0.0461488280383204,824.6181445789238,0,0
47904,0.0461488280383204,824.6181445789238,0,0
6475,0.04134083883052756,827.2625386432098,0,0
6143,0.05682855469727591,818.7442949164982,0,0
12706,0.04071483426108952,827.6068411564007,0,0
7137,0.11274401037698596,787.9907942926577,0,0
35045,0.058066292614236736,818.0635390621698,0,0
3418,0.02322626106625417,837.2255564135602,0,0
8552,0.0461488280383204,824.6181445789238,0,0
32347,0.06323272381077862,815.2220019040718,0,0
36197,0.11192063851720262,788.4436488155386,0,0
4438,0.0480627294568686,823.5654987987223,0,0
6299,0.0480627294568686,823.5654987987223,0,0
4127,0.11187850080046013,788.466824559747,0,0
38286,0.1568741993255042,763.7191903709727,0,0
35110,0.04071483426108952,827.6068411564007,0,0
43084,0.01606089913580632,841.1665054753065,0,0
19300,0.036781931325809446,829.7699377708049,0,0
37828,0.07508745786407403,808.7018981747593,0,0
26445,0.0631579656759195,815.2631188782443,0,0
36005,0.17551389587809,753.4673572670506,0,0
28078,0.04889589126057906,823.1072598066816,0,0
39161,0.05700906007038086,818.6450169612905,0,0
17957,0.08782679961158202,801.6952602136298,0,0
31190,0.04531945816485772,825.0742980093282,0,0
36852,0.06681886349741133,813.2496250764237,0,0
3586,0.07678304997004388,807.7693225164758,0,0
35011,0.07951797389080664,806.2651143600564,0,0
10927,0.04347160407425956,826.0906177591572,0,0
8812,0.017849916980232666,840.182545660872,0,0
1954,0.07678304997004388,807.7693225164758,0,0
38226,0.04256268835168769,826.5905214065718,0,0
46547,0.04531945816485772,825.0742980093282,0,0
38766,0.027249403494484393,835.0128280780336,0,0
10440,0.04354516276068446,826.0501604816236,0,0
5946,0.03776440573480622,829.2295768458566,0,0
31792,0.0667093879052485,813.3098366521133,0,0
39909,0.0868540317934966,802.2302825135769,0,0
18,0.036781931325809446,829.7699377708049,0,0
25083,0.1635402141169526,760.0528822356761,0,0
25651,0.09753429084330911,796.35614003618,0,0
10069,0.04034701397625679,827.8091423130587,0,0
1738,0.0416973086700863,827.0664802314526,0,0
24133,0.05081956040948663,822.0492417747823,0,0
7387,0.0641307334940049,814.7280965782974,0,0
19934,0.1066421733895107,791.3468046357691,0,0
17383,0.046075269351895494,824.6586018564575,0,0
8987,0.04256268835168769,826.5905214065718,0,0
7357,0.04354516276068446,826.0501604816236,0,0
30305,0.07542296876057519,808.5173671816837,0,0
44281,0.031376011885230495,832.7431934631232,0,0
16911,0.07312215214855206,809.7828163182963,0,0
5795,0.03181658756455031,832.5008768394973,0,0
18037,0.05081956040948663,822.0492417747823,0,0
5776,0.08323358027656641,804.2215308478885,0,0
37976,0.020841235795994117,838.5373203122032,0,0
6141,0.05074115286936364,822.09236592185,0,0
38514,0.04071483426108952,827.6068411564007,0,0
35891,0.13221325863521796,777.2827077506302,0,0
294,0.05368717481963698,820.4720538491996,0,0
34104,0.031376011885230495,832.7431934631232,0,0
30478,0.06164272570995808,816.0965008595231,0,0
37227,0.07815088941734097,807.0170108204625,0,0
47303,0.04881854064390637,823.1498026458515,0,0
17466,0.031376011885230495,832.7431934631232,0,0
18637,0.11733353083919518,785.4665580384426,0,0
40469,0.06779163131549673,812.7146027764768,0,0
46311,0.035040348205323396,830.7278084870721,0,0
7534,0.04433698375586095,825.6146589342765,0,0
16370,0.05066639473450454,822.1334828960225,0,0
24979,0.04071483426108952,827.6068411564007,0,0
34697,0.09394306299611538,798.3313153521366,0,0
17925,0.09567540278178908,797.378528470016,0,0
20778,0.036233374597477434,830.0716439713874,0,0
4761,0.041468177514222215,827.1925023671778,0,0
9692,0.055238556596455386,819.6187938719495,0,0
18046,0.058121739206215633,818.0330434365814,0,0
25582,0.04497245075228393,825.2651520862438,0,0
33551,0.20456840829517908,737.4873754376515,0,0
11578,0.11733353083919518,785.4665580384426,0,0
33725,0.05172362727836041,821.5520049969018,0,0
32343,0.02963442876474445,833.7010641793905,0,0
22430,0.04071483426108952,827.6068411564007,0,0
27309,0.036781931325809446,829.7699377708049,0,0
18796,0.05454530611049429,820.0000816392281,0,0
20895,0.04221592510304031,826.7812411933278,0,0
17164,0.041468177514222215,827.1925023671778,0,0
45540,0.036781931325809446,829.7699377708049,0,0
18594,0.10939783426268863,789.8311911555213,0,0
38680,0.04256268835168769,826.5905214065718,0,0
4826,0.044985747401166926,825.2578389293582,0,0
898,0.10402695886657409,792.7851726233843,0,0
24451,0.04531945816485772,825.0742980093282,0,0
47313,0.03776440573480622,829.2295768458566,0,0
22082,0.0631579656759195,815.2631188782443,0,0
34021,0.13083107542245845,778.0429085176479,0,0
7807,0.036414111040976714,829.9722389274629,0,0
41222,0.130942162637157,777.9818105495636,0,0
13861,0.034672527920490664,830.9301096437301,0,0
29419,0.027249403494484393,835.0128280780336,0,0
10314,0.030838840705568596,833.0386376119372,0,0
14646,0.028520071529290137,834.3139606588904,0,0
2279,0.022052705049823207,837.8710122225973,0,0
33910,0.04071483426108952,827.6068411564007,0,0
37632,0.035040348205323396,830.7278084870721,0,0
10240,0.06070039361745922,816.6147835103974,0,0
1426,0.1317159580422567,777.5562230767589,0,0
13069,0.07348258965443097,809.5845756900629,0,0
12441,0.04815691226091857,823.5136982564948,0,0
42822,0.06080986920962204,816.5545719347078,0,0
46089,0.04433698375586095,825.6146589342765,0,0
34612,0.1781818853945993,751.9999630329703,0,0
13030,0.3467956740797791,659.2623792561214,1,0
8711,0.01802956262159298,840.0837405581238,0,0
39492,0.06178263702770745,816.0195496347609,0,0
27095,0.051639162552589934,821.5984605960755,0,0
13827,0.05454530611049429,820.0000816392281,0,0
16845,0.028520071529290137,834.3139606588904,0,0
31683,0.0856198108782819,802.909104016945,0,0
25550,0.04036807101244216,827.7975609431569,0,0
38907,0.04256268835168769,826.5905214065718,0,0
42153,0.13141078426084798,777.7240686565336,0,0
24946,0.009701202949165695,844.6643383779589,0,0
36098,0.053604172510031495,820.5177051194827,0,0
28109,0.0386297854164076,828.7536180209759,0,0
9778,0.06855120328308502,812.2968381943032,0,0
39713,0.0416973086700863,827.0664802314526,0,0
9529,0.036414111040976714,829.9722389274629,0,0
26963,0.07494754654632467,808.7788493995215,0,0
31889,0.045771068633891694,824.8259122513596,0,0
5666,0.06990615655870962,811.5516138927097,0,0
17828,0.05698404920398851,818.6587729378064,0,0
40210,0.0707740556822546,811.07426937476,0,0
12598,0.0810964521518633,805.3969513164752,0,0
49599,0.10926004077135183,789.9069775757564,0,0
27573,0.03547426588598817,830.4891537627066,0,0
48271,0.07585049213666163,808.2822293248362,0,0
2017,0.05066639473450454,822.1334828960225,0,0
2816,0.07951797389080664,806.2651143600564,0,0
42778,0.40661682733293986,626.3607449668831,1,0
7841,0.07424216162201926,809.1668111078894,0,0
48739,0.11217809033913269,788.302050313477,0,0
34774,0.02288801613597888,837.4115911252117,0,0
19397,0.04855859043891664,823.2927752585958,0,0
20554,0.044604630467451195,825.4674532429018,0,0
4910,0.05714897138813022,818.5680657365284,0,0
28881,0.038912963606991806,828.5978700161545,0,0
26576,0.1431564340360267,771.2639612801853,0,0
14716,0.03476035809217857,830.8818030493018,0,0
6917,0.2924556332056131,689.1494017369128,0,0
33406,0.036781931325809446,829.7699377708049,0,0
3603,0.05432729255599635,820.119989094202,0,0
42816,0.03135623803631594,832.7540690800263,0,0
33619,0.13768498239813262,774.2732596810271,0,0
15987,0.08116307345456236,805.3603095999907,0,0
14660,0.14005004518335862,772.9724751491528,0,0
35140,0.09121134258487697,799.8337615783176,0,0
1453,0.03322386597582865,831.7268737132943,0,0
13635,0.0641307334940049,814.7280965782974,0,0
6812,0.0641307334940049,814.7280965782974,0,0
33578,0.1750146806995211,753.7419256152634,0,0
28116,0.045112362070033295,825.1882008614816,0,0
25211,0.05454530611049429,820.0000816392281,0,0
36496,0.24094307373418253,717.4813094461996,0,0
25831,0.04904526500531337,823.0251042470776,0,0
37434,0.058121739206215633,818.0330434365814,0,0
37087,0.06884892401485374,812.1330917918305,0,0
43363,0.06779163131549673,812.7146027764768,0,0
721,0.054686439008269916,819.9224585454515,0,0
5426,0.43085430009982434,613.0301349450965,1,0
20290,0.04256268835168769,826.5905214065718,0,0
10691,0.031376011885230495,832.7431934631232,0,0
7346,0.06779163131549673,812.7146027764768,0,0
30101,0.05038515496464483,822.2881647694454,0,0
44345,0.06055430039828356,816.695134780944,0,0
17633,0.036781931325809446,829.7699377708049,0,0
16992,0.10451616342124354,792.5161101183161,0,0
14172,0.037858893905149175,829.1776083521679,0,0
22891,0.02947582947582948,833.7882937882938,0,0
20543,0.10231405824397395,793.7272679658142,0,0
41862,0.40661682733293986,626.3607449668831,1,0
30865,0.036781931325809446,829.7699377708049,0,0
25705,0.08247400830897812,804.639295430062,0,0
40864,0.1431564340360267,771.2639612801853,0,0
8526,0.10716820182511126,791.0574889961888,0,0
49218,0.0911272599271949,799.8800070400428,0,0
3360,0.02963442876474445,833.7010641793905,0,0
20990,0.05067964909173727,822.1261929995445,0,0
47596,0.09197091455246525,799.4159969961441,0,0
12863,0.1781818853945993,751.9999630329703,0,0
13590,0.04034701397625679,827.8091423130587,0,0
30542,0.07585707606931481,808.2786081618768,0,0
39350,0.036414111040976714,829.9722389274629,0,0
7606,0.031376011885230495,832.7431934631232,0,0
1642,0.09156743427226229,799.6379111502557,0,0
21616,0.09482304639745302,797.8473244814008,0,0
48258,0.05074115286936364,822.09236592185,0,0
15662,0.031376011885230495,832.7431934631232,0,0
29359,0.13683348577759455,774.7415828223229,0,0
36011,0.12195993530049931,782.9220355847253,0,0
849,0.039706442629454344,828.1614565538001,0,0
12754,0.04937977323733653,822.8411247194649,0,0
32149,0.1733849061927493,754.6383015939879,0,0
39798,0.036781931325809446,829.7699377708049,0,0
35496,0.10749593164817224,790.8772375935052,0,0
42544,0.04354516276068446,826.0501604816236,0,0
49892,0.04531945816485772,825.0742980093282,0,0
33386,0.04256268835168769,826.5905214065718,0,0
27984,0.06138746220199403,816.2368957889033,0,0
21341,0.2867838863090925,692.2688625299991,1,0
26691,0.03530891482051058,830.5800968487192,0,0
38130,0.057981827888466266,818.1099946613435,0,0
37057,0.036233374597477434,830.0716439713874,0,0
27913,0.08247400830897812,804.639295430062,0,0
11358,0.07445020094248979,809.0523894816306,0,0
16682,0.04354516276068446,826.0501604816236,0,0
10313,0.07868068850513389,806.7256213221764,0,0
26971,0.08596850419732917,802.717322691469,0,0
28321,0.1354409581657344,775.5074730088461,0,0
9543,0.039706442629454344,828.1614565538001,0,0
49597,0.15884015754096073,762.6379133524716,0,0
31020,0.10363612783078435,793.0001296930686,0,0
4386,0.04248912966526278,826.6309786841055,0,0
45471,0.055378467914204754,819.5418426471874,0,0
39963,0.06178263702770745,816.0195496347609,0,0
234,0.0988252050823093,795.6461372047299,0,0
40787,0.11840938606963562,784.8748376617004,0,0
41838,0.02963442876474445,833.7010641793905,0,0
28722,0.15336843377804613,765.6473614220747,0,0
22863,0.060669957891872676,816.63152315947,0,0
47401,0.06779163131549673,812.7146027764768,0,0
817,0.009200114877645405,844.939936817295,0,0
24156,0.0582460823243551,817.9646547216047,0,0
17377,0.05820474151582112,817.9873921662984,0,0
46269,0.038261965131574864,828.9559191776339,0,0
12439,0.14781516701931927,768.7016581393743,0,0
31585,0.31989188931005735,674.0594608794685,1,0
1530,0.23021701403588657,723.3806422802625,0,0
46647,0.08552038424594273,802.9637886647315,0,0
16917,0.031376011885230495,832.7431934631232,0,0
1765,0.05961316679782077,817.2127582611986,0,0
2234,0.034672527920490664,830.9301096437301,0,0
42154,0.06711315786076279,813.0877631765804,0,0
38275,0.0707740556822546,811.07426937476,0,0
45158,0.09184333250437486,799.4861671225938,0,0
33112,0.028990986614970442,834.0549573617662,0,0
49785,0.08217344039509376,804.8046077826984,0,0
35873,0.04904526500531337,823.0251042470776,0,0
19370,0.05066639473450454,822.1334828960225,0,0
13598,0.04523240095727366,825.1221794734995,0,0
48974,0.05166212350073404,821.5858320745963,0,0
17050,0.0761268469848585,808.1302341583278,0,0
31268,0.03449179147699139,831.0295146876547,0,0
27395,0.044300973947722234,825.6344643287528,0,0
48760,0.036233374597477434,830.0716439713874,0,0
2215,0.04212130938043005,826.8332798407635,0,0
21908,0.0717550676750864,810.5347127787024,0,0
10681,0.09198053334844451,799.4107066583556,0,0
19402,0.10557650693692859,791.9329211846893,0,0
32332,0.031376011885230495,832.7431934631232,0,0
17445,0.025919631017055838,835.7442029406193,0,0
42557,0.06884892401485374,812.1330917918305,0,0
35085,0.0662452587372178,813.5651076945302,0,0
46335,0.02963442876474445,833.7010641793905,0,0
6329,0.045112362070033295,825.1882008614816,0,0
6603,0.09681821826612917,796.749979953629,0,0
1770,0.247479906105923,713.8860516417424,0,0
17625,0.13904483801590664,773.5253390912513,0,0
42491,0.06681886349741133,813.2496250764237,0,0
22251,0.039633189309322435,828.2017458798726,0,0
9599,0.061725386884085943,816.0510372137528,0,0
33243,0.0631579656759195,815.2631188782443,0,0
4552,0.03322386597582865,831.7268737132943,0,0
7976,0.03322386597582865,831.7268737132943,0,0
30373,0.13768498239813262,774.2732596810271,0,0
31308,0.043188692921125725,826.2462188933808,0,0
18210,0.13904483801590664,773.5253390912513,0,0
35080,0.030827455156898484,833.0448996637059,0,0
22474,0.0631579656759195,815.2631188782443,0,0
17850,0.04071483426108952,827.6068411564007,0,0
47238,0.028520071529290137,834.3139606588904,0,0
23018,0.07250982183634556,810.1195979900099,0,0
40438,0.02963442876474445,833.7010641793905,0,0
24774,0.11187850080046013,788.466824559747,0,0
43109,0.06779163131549673,812.7146027764768,0,0
16623,0.039706442629454344,828.1614565538001,0,0
6403,0.049290876655863965,822.8900178392748,0,0
31187,0.04256268835168769,826.5905214065718,0,0
27620,0.037512130656501795,829.368328138924,0,0
2569,0.07615293458267629,808.115885979528,0,0
1016,0.02507515194476168,836.2086664303811,0,0
