partner_id,prob_default,nova_score,decision_reweighed,prob_default_baseline,nova_score_baseline,decision_baseline
6337,0.10671676517698762,791.3057791526569,0,0.10721786563123055,791.0301739028232,0
38539,0.06457792312384217,814.4821422818868,1,0.0641307334940049,814.7280965782974,1
11497,0.028487028050116475,834.332134572436,1,0.028520071529290137,834.3139606588904,1
13586,0.1122913609677217,788.239751467753,0,0.11083911167967568,789.0384885761785,0
34590,0.06802201405095802,812.5878922719731,1,0.06681886349741133,813.2496250764237,1
42835,0.026769874360824727,835.2765691015464,1,0.026778488408804094,835.2718313751577,1
16628,0.08686530979158498,802.2240796146282,1,0.08818243468288305,801.4996609244143,1
32238,0.04177221191700579,827.0252834456469,1,0.04256268835168769,826.5905214065718,1
12815,0.11244993513943373,788.1525356733115,0,0.11160043478351848,788.6197608690649,0
7258,0.05133175379260927,821.7675354140649,1,0.050781082667442835,822.0704045329064,1
19030,0.08879731324693496,801.1614777141858,1,0.09076108909412663,800.0814009982304,1
27107,0.07221713212959403,810.2805773287232,1,0.07050465807931126,811.2224380563788,1
22547,0.04599931721182519,824.7003755334962,1,0.04497245075228393,825.2651520862438,1
25373,0.04537315939674059,825.0447623317926,1,0.04433698375586095,825.6146589342765,1
24339,0.0376030028616144,829.318348426112,1,0.03602282261432017,830.1874475621239,1
22482,0.007358428328889261,845.9528644191109,1,0.008269954424967318,845.451525066268,1
7355,0.03056659756520597,833.1883713391367,1,0.030827455156898484,833.0448996637059,1
19700,0.10282929116286209,793.4438898604258,0,0.09851375306610745,795.8174358136409,1
5579,0.11360331913352373,787.518174476562,0,0.11187850080046013,788.466824559747,0
30162,0.05737586020895825,818.4432768850729,1,0.05714897138813022,818.5680657365284,1
20485,0.03932015655090614,828.3739138970017,1,0.03776440573480622,829.2295768458566,1
9171,0.06457792312384217,814.4821422818868,1,0.0631579656759195,815.2631188782443,1
1314,0.04654847439834594,824.3983390809098,1,0.04531945816485772,825.0742980093282,1
29685,0.05009740464614276,822.4464274446215,1,0.048698501756666006,823.2158240338337,1
6070,0.0824231773139556,804.6672524773244,1,0.08027096192574175,805.850970940842,1
22804,0.15214393583830998,766.3208352889295,0,0.14912627251594582,767.9805501162298,0
46282,0.08374547939607879,803.9399863321566,1,0.08552038424594273,802.9637886647315,1
1273,0.03797146654207403,829.1156934018593,1,0.036414111040976714,829.9722389274629,1
11915,0.025840620524094,835.7876587117483,1,0.02435340486262347,836.6056273255571,1
43892,0.056385091231596,818.9881998226222,1,0.057123960521737877,818.5818217130442,1
3129,0.03797146654207403,829.1156934018593,1,0.036781931325809446,829.7699377708049,1
9980,0.09303335972871386,798.8316521492075,1,0.09084919391025326,800.0329433493607,1
39,0.0608199511360741,816.5490268751593,1,0.06080986920962204,816.5545719347078,1
35881,0.13498306861786022,775.7593122601768,0,0.12526881419077351,781.1021521950745,0
42991,0.2772590876960718,697.5075017671604,0,0.2935414826212139,688.5521845583323,0
30166,0.03932015655090614,828.3739138970017,1,0.03776440573480622,829.2295768458566,1
49074,0.07390177488371873,809.3540238139547,1,0.06718411880961936,813.0487346547094,1
8519,0.031523067796868684,832.6623127117223,1,0.031376011885230495,832.7431934631232,1
12599,0.06802201405095802,812.5878922719731,1,0.06681886349741133,813.2496250764237,1
2370,0.031523067796868684,832.6623127117223,1,0.031376011885230495,832.7431934631232,1
5820,0.2388259369318424,718.6457346874868,0,0.24799304515557108,713.6038251644359,0
7369,0.023155955392360275,837.2642245342018,1,0.022367403674505914,837.6979279790218,1
24381,0.08965077710006808,800.6920725949626,1,0.08857584529645339,801.2832850869506,1
19639,0.1254465359270174,781.0044052401404,0,0.12327501385121269,782.198742381833,0
41757,0.07080233047253402,811.0587182401063,1,0.07302881330452776,809.8341526825097,1
17436,0.014648279789982094,841.9434461155099,1,0.015644537351332925,841.3955044567668,1
42017,0.016677424377102047,840.8274165925939,1,0.018128686306216835,840.0292225315807,1
25634,0.05320138012670911,820.7392409303101,1,0.0497542718843569,822.6351504636037,1
36254,0.05521233283971902,819.6332169381545,1,0.055378467914204754,819.5418426471874,1
31239,0.15067264921600196,767.1300429311989,0,0.13962536150427685,773.2060511726477,0
41659,0.17221552283930885,755.2814624383801,0,0.16096873798539021,761.4671941080353,0
715,0.03363645745073223,831.4999484020973,1,0.03322386597582865,831.7268737132943,1
25642,0.08084733091384122,805.5339679973873,1,0.07815088941734097,807.0170108204625,1
27804,0.40368864547047495,627.9712449912388,0,0.35972850678733037,652.1493212669683,0
44144,0.2547009097978412,709.9144996111874,0,0.24458137471549427,715.4802439064781,0
522,0.07392216086804022,809.3428115225779,1,0.07569086374146806,808.3700249421926,1
20615,0.09214668382595687,799.3193238957238,1,0.0868540317934966,802.2302825135769,1
3814,0.05009740464614276,822.4464274446215,1,0.04953135825700205,822.7577529586489,1
8199,0.14938530572901035,767.8380818490443,0,0.1418387161349951,771.9887061257527,0
1666,0.0910079626627719,799.9456205354754,1,0.08818243468288305,801.4996609244143,1
35942,0.05817121525595851,818.0058316092228,1,0.05454530611049429,820.0000816392281,1
49574,0.05949162332189071,817.2796071729601,1,0.05781102910627268,818.20393399155,1
9167,0.03836368631924343,828.8999725244161,1,0.037215849006474205,829.5312830464392,1
24021,0.059123977226519,817.4818125254146,1,0.05782546426583567,818.1959946537904,1
34944,0.04441535278234307,825.5715559697113,1,0.04256268835168769,826.5905214065718,1
29874,0.09667363975021998,796.829498137379,1,0.09145571025370754,799.6993593604609,1
17879,0.051114245405401444,821.8871650270293,1,0.05081956040948663,822.0492417747823,1
11524,0.035680189376047416,830.3758958431739,1,0.03580624168859463,830.306567071273,1
12353,0.097985597916022,796.1079211461879,1,0.09386218384795768,798.3757988836232,1
17683,0.05015643879100392,822.4139586649478,1,0.04954259187339743,822.7515744696315,1
11676,0.13353438221382116,776.5560897823984,0,0.1252811515471258,781.0953666490808,0
3643,0.04435631863748191,825.604024749385,1,0.04221592510304031,826.7812411933278,1
47600,0.0442419777751163,825.666912223686,1,0.04256268835168769,826.5905214065718,1
48423,0.051114245405401444,821.8871650270293,1,0.05067964909173727,822.1261929995445,1
44105,0.07652724115560801,807.9100173644156,1,0.07678304997004388,807.7693225164758,1
3806,0.04782691599501915,823.6951962027395,1,0.04794719444550297,823.6290430549734,1
22813,0.13789787460897396,774.1561689650644,0,0.1330336759432883,776.8314782311915,0
31409,0.06802201405095802,812.5878922719731,1,0.06779163131549673,812.7146027764768,1
13791,0.03797146654207403,829.1156934018593,1,0.036781931325809446,829.7699377708049,1
46732,0.03797146654207403,829.1156934018593,1,0.036781931325809446,829.7699377708049,1
29352,0.0589304603194315,817.5882468243127,1,0.059954883410160476,817.0248141244118,1
689,0.06778783566789208,812.7166903826594,1,0.0678844740151827,812.6635392916495,1
26946,0.040525775294326626,827.7108235881203,1,0.03862648789195611,828.7554316594242,1
42662,0.05404623381279661,820.2745714029619,1,0.05530006037408176,819.584966794255,1
20112,0.07966324687670107,806.1852142178144,1,0.0820335290773444,804.8815590074605,1
48527,0.035680189376047416,830.3758958431739,1,0.03530891482051058,830.5800968487192,1
39563,0.048712001767585174,823.2083990278281,1,0.0480627294568686,823.5654987987223,1
32026,0.05425452622532149,820.1600105760732,1,0.05263140469194608,821.0527274194296,1
17822,0.04542329711211628,825.017186588336,1,0.04523240095727366,825.1221794734995,1
36290,0.1338296846237702,776.3936734569263,0,0.1292642524473361,778.9046611539652,0
42828,0.11360331913352373,787.518174476562,0,0.11187850080046013,788.466824559747,0
13883,0.2649940112793314,704.2532937963676,0,0.2667231346169831,703.3022759606592,0
9298,0.03433448865179015,831.1160312415154,1,0.03412397119215866,831.2318158443127,1
6946,0.017324819586057454,840.4713492276684,1,0.01802956262159298,840.0837405581238,1
37622,0.03300364957997206,831.8479927310153,1,0.032923889550250524,831.8918607473622,1
20838,0.10629428372679162,791.5381439502646,0,0.10590947644458422,791.7497879554787,0
14236,0.05004270304083749,822.4765133275394,1,0.049875773187762255,822.5683247467308,1
14915,0.24470578933548862,715.4118158654812,0,0.2413748988378335,717.2438056391916,0
6302,0.031523067796868684,832.6623127117223,1,0.031376011885230495,832.7431934631232,1
8539,0.061655150691129944,816.0896671198785,1,0.0591872159248179,817.4470312413501,1
3512,0.09236972531757363,799.1966510753346,1,0.09281621079452003,798.9510840630139,1
29645,0.05073672795345573,822.0947996255993,1,0.049648339852523704,822.693413081112,1
35255,0.10174284401408402,794.0414357922538,0,0.09846370887183474,795.8449601204909,1
41986,0.07502819367179196,808.7344934805144,1,0.07429554379130215,809.1374509147838,1
24268,0.05425452622532149,820.1600105760732,1,0.053604172510031495,820.5177051194827,1
17279,0.06802201405095802,812.5878922719731,1,0.06642454684203106,813.4664992368829,1
29260,0.04025823120316433,827.8579728382597,1,0.0386297854164076,828.7536180209759,1
16326,0.2730779205491982,699.807143697941,0,0.2566988758668231,708.8156182732473,0
35617,0.04325976974287705,826.2071266414176,1,0.04248912966526278,826.6309786841055,1
45699,0.07740323998672537,807.428218007301,1,0.07585707606931481,808.2786081618768,1
4706,0.045590667783948415,824.9251327188284,1,0.04354516276068446,826.0501604816236,1
12105,0.09131593246578092,799.7762371438205,1,0.08782679961158202,801.6952602136298,1
14937,0.13581381997803615,775.3023990120802,0,0.12526881419077351,781.1021521950745,0
16041,0.05930786366430823,817.3806749846304,1,0.05972762579937382,817.1498058103443,1
44903,0.03814484154930079,829.0203371478846,1,0.036781931325809446,829.7699377708049,1
7424,0.09701499175160737,796.641754536616,1,0.09693546629353576,796.6854935385553,1
39758,0.03797146654207403,829.1156934018593,1,0.031376011885230495,832.7431934631232,1
29600,0.15667298488975237,763.8298583106362,0,0.15725251990714792,763.5111140510686,0
6904,0.05521233283971902,819.6332169381545,1,0.05440570009611934,820.0768649471344,1
46613,0.10671676517698762,791.3057791526569,0,0.10527748652508634,792.0973824112025,0
2352,0.2731563443512914,699.7640106067897,0,0.28118739509448265,695.3469326980346,0
359,0.06650992657919215,813.4195403814443,1,0.06573662008716309,813.8448589520603,1
48868,0.057358501705887834,818.4528240617617,1,0.05505425929310265,819.7201573887935,1
48647,0.050980777693095676,821.9605722687974,1,0.05074115286936364,822.09236592185,1
14002,0.04542329711211628,825.017186588336,1,0.04523240095727366,825.1221794734995,1
8066,0.05445308777624602,820.0508017230646,1,0.05440539479274492,820.0770328639902,1
12700,0.048513440216660646,823.3176078808367,1,0.047121595856405796,824.0831222789768,1
46485,0.03814484154930079,829.0203371478846,1,0.036781931325809446,829.7699377708049,1
27284,0.05133175379260927,821.7675354140649,1,0.05002773941431015,822.4847433221294,1
29975,0.03056659756520597,833.1883713391367,1,0.030827455156898484,833.0448996637059,1
9382,0.08084733091384122,805.5339679973873,1,0.07951797389080664,806.2651143600564,1
23704,0.05507886512741325,819.7066241799228,1,0.05530006037408176,819.584966794255,1
35168,0.0444350847444824,825.5607033905346,1,0.04347160407425956,826.0906177591572,1
39742,0.10381861669475005,792.8997608178875,0,0.09927507616995024,795.3987081065274,1
28745,0.11440071068856357,787.07960912129,0,0.1142081508565751,787.1855170288836,0
45865,0.028487028050116475,834.332134572436,1,0.028520071529290137,834.3139606588904,1
41990,0.013131601006469503,842.7776194464418,1,0.013646298510988822,842.4945358189561,1
2207,0.06457792312384217,814.4821422818868,1,0.06276364902053924,815.4799930387035,1
17322,0.03922559988854769,828.4259200612988,1,0.0386297854164076,828.7536180209759,1
20953,0.026769874360824727,835.2765691015464,1,0.027109176239491925,835.0899530682794,1
25297,0.09073188216889684,800.0974648071067,1,0.09121134258487697,799.8337615783176,1
12176,0.0442419777751163,825.666912223686,1,0.03715676891110873,829.5637770988902,1
47557,0.028487028050116475,834.332134572436,1,0.028520071529290137,834.3139606588904,1
37328,0.04869401303200536,823.2182928323971,1,0.048525478493932746,823.310986828337,1
38852,0.05737586020895825,818.4432768850729,1,0.05714897138813022,818.5680657365284,1
16544,0.04025823120316433,827.8579728382597,1,0.0386297854164076,828.7536180209759,1
41941,0.04439323669857306,825.5837198157848,1,0.04306001521977173,826.3169916291255,1
40758,0.15214393583830998,766.3208352889295,0,0.1488895300917034,768.1107584495631,0
36584,0.08005742629636084,805.9684155370015,1,0.07424216162201926,809.1668111078894,1
1755,0.04143354620476969,827.2115495873767,1,0.039612259825404374,828.2132570960276,1
23703,0.09083472566015484,800.0409008869149,1,0.08678741049079754,802.2669242300614,1
45536,0.04773754280034265,823.7443514598116,1,0.047976921765600734,823.6126930289196,1
33857,0.04753668676597982,823.8548222787111,1,0.047080255047871826,824.1058597236705,1
8601,0.09131593246578092,799.7762371438205,1,0.08782679961158202,801.6952602136298,1
36936,0.0444350847444824,825.5607033905346,1,0.04347160407425956,826.0906177591572,1
41840,0.046756259519634545,824.284057264201,1,0.047080255047871826,824.1058597236705,1
28890,0.06984641380573915,811.5844724068434,1,0.0707740556822546,811.07426937476,1
34309,0.044334202553711906,825.6161885954584,1,0.043188692921125725,826.2462188933808,1
32721,0.05425452622532149,820.1600105760732,1,0.05396158806036618,820.3211265667986,1
4012,0.09073188216889684,800.0974648071067,1,0.09121134258487697,799.8337615783176,1
45980,0.0444350847444824,825.5607033905346,1,0.04347160407425956,826.0906177591572,1
19921,0.07417766546360012,809.2022839950199,1,0.07250982183634556,810.1195979900099,1
17675,0.04230329951121434,826.7331852688321,1,0.04194057293693077,826.9326848846881,1
10807,0.2424966661878021,716.6268335967088,0,0.25315975995933215,710.7621320223673,0
41024,0.027886089906584813,834.6626505513783,1,0.02908587203641244,834.0027703799732,1
24393,0.04542329711211628,825.017186588336,1,0.04523240095727366,825.1221794734995,1
26298,0.04659861211372163,824.3707633374531,1,0.04621487536627044,824.5818185485513,1
4309,0.08781521544565918,801.7016315048875,1,0.0856198108782819,802.909104016945,1
12137,0.0734963293520102,809.5770188563944,1,0.07336795753224155,809.6476233572671,1
37190,0.31790469598908977,675.1524172060006,0,0.32473685055036744,671.3947321972979,0
6144,0.21010712223286596,734.4410827719237,0,0.18260387595364946,749.5678682254928,0
32988,0.04542329711211628,825.017186588336,1,0.04523240095727366,825.1221794734995,1
34928,0.06802201405095802,812.5878922719731,1,0.06642454684203106,813.4664992368829,1
49867,0.02980591410757694,833.6067472408326,1,0.02963442876474445,833.7010641793905,1
34227,0.04753668676597982,823.8548222787111,1,0.047080255047871826,824.1058597236705,1
18198,0.12382763178832819,781.8948025164195,0,0.11733353083919518,785.4665580384426,0
31175,0.06778783566789208,812.7166903826594,1,0.0678844740151827,812.6635392916495,1
40121,0.0736452679989573,809.4951026005735,1,0.073369068285268,809.6470124431025,1
31466,0.01881404827924419,839.6522734464157,1,0.020054466209479104,838.9700435847865,1
30127,0.06047983568952459,816.7360903707614,1,0.059571825989286786,817.2354957058923,1
14039,0.015778008532491974,841.3220953071294,1,0.017198525853538746,840.5408107805537,1
10646,0.09302096120422709,798.8384713376752,1,0.09387339302181728,798.3696338380005,1
37862,0.3520070402914201,656.3961278397189,0,0.3510612717773844,656.9163005224386,0
35747,0.044466826880453565,825.5432452157505,1,0.04468384422894165,825.423885674082,1
7015,0.043477278130084875,826.0874970284533,1,0.0416973086700863,827.0664802314526,1
47349,0.028487028050116475,834.332134572436,1,0.028520071529290137,834.3139606588904,1
31961,0.048712001767585174,823.2083990278281,1,0.0480627294568686,823.5654987987223,1
42948,0.061655150691129944,816.0896671198785,1,0.06055430039828356,816.695134780944,1
27375,0.03814484154930079,829.0203371478846,1,0.036781931325809446,829.7699377708049,1
11975,0.0712548930308879,810.8098088330116,1,0.06990615655870962,811.5516138927097,1
5287,0.11273845709672814,787.9938485967996,0,0.11540024461782473,786.5298654601963,0
28898,0.047174632213430545,824.0539522826132,1,0.046094836479030066,824.6478399365334,1
4445,0.14590808543101008,769.7505530129445,0,0.1354409581657344,775.5074730088461,0
18679,0.1439833300750559,770.8091684587192,0,0.13745566650233842,774.3993834237139,0
17271,0.03056659756520597,833.1883713391367,1,0.030827455156898484,833.0448996637059,1
41220,0.04416715307489718,825.7080658088065,1,0.043969163471028215,825.8169600909345,1
47302,0.06803764970260222,812.5792926635688,1,0.06710481048951467,813.0923542307669,1
19351,0.03932015655090614,828.3739138970017,1,0.03776440573480622,829.2295768458566,1
27624,0.04025823120316433,827.8579728382597,1,0.0386297854164076,828.7536180209759,1
17645,0.060958625960173964,816.4727557219043,1,0.05508686452358464,819.7022245120285,1
37630,0.02884944387591423,834.1328058682471,1,0.02908587203641244,834.0027703799732,1
42659,0.043477278130084875,826.0874970284533,1,0.0416973086700863,827.0664802314526,1
44084,0.03779357902991096,829.2135315335489,1,0.03715676891110873,829.5637770988902,1
45860,0.11356920845690409,787.5369353487027,0,0.11540024461782473,786.5298654601963,0
37395,0.15067264921600196,767.1300429311989,0,0.13768498239813262,774.2732596810271,0
2837,0.08516028105313882,803.1618454207737,1,0.0807687567991821,805.5771837604498,1
38629,0.09071336392789675,800.1076498396568,1,0.091622221233418,799.6077783216201,1
19071,0.02316011286547284,837.26193792399,1,0.02322626106625417,837.2255564135602,1
11796,0.06802201405095802,812.5878922719731,1,0.06779163131549673,812.7146027764768,1
12410,0.04753668676597982,823.8548222787111,1,0.047080255047871826,824.1058597236705,1
49891,0.04325976974287705,826.2071266414176,1,0.04248912966526278,826.6309786841055,1
13486,0.044492471652969344,825.5291405908669,1,0.04541364096890769,825.0224974671008,1
30608,0.03663799599044494,829.8491022052552,1,0.03708321022468384,829.6042343764238,1
19349,0.02980591410757694,833.6067472408326,1,0.02963442876474445,833.7010641793905,1
34744,0.031523067796868684,832.6623127117223,1,0.031376011885230495,832.7431934631232,1
25401,0.07360438579350724,809.517587813571,1,0.07312215214855206,809.7828163182963,1
25407,0.046400050562797106,824.4799721904616,1,0.045273741765807646,825.0994420288058,1
18277,0.05133175379260927,821.7675354140649,1,0.0505250662823942,822.2112135446832,1
42128,0.043477278130084875,826.0874970284533,1,0.0416973086700863,827.0664802314526,1
42976,0.054376695128314466,820.0928176794271,1,0.050736746293353674,822.0947895386555,1
33742,0.040679407178427725,827.6263260518647,1,0.04036807101244216,827.7975609431569,1
12683,0.032462394276526106,832.1456831479106,1,0.030373763627319167,833.2944300049745,1
36392,0.07501515368384214,808.7416654738868,1,0.07570080655979565,808.3645563921125,1
4475,0.031523067796868684,832.6623127117223,1,0.031376011885230495,832.7431934631232,1
40325,0.07390177488371873,809.3540238139547,1,0.06718411880961936,813.0487346547094,1
14749,0.015882920369679084,841.2643937966765,1,0.01610865952803772,841.1402372595793,1
2451,0.20099994425143874,739.4500306617088,0,0.2086336622971936,735.2514857365436,0
25940,0.13905125860306397,773.5218077683148,0,0.13331174196022996,776.6785419218735,0
22315,0.10141993812170573,794.2190340330619,0,0.09794516949185013,796.1301567794824,1
1722,0.08197630135559404,804.9130342544233,1,0.08088081708420414,805.5155506036876,1
41095,0.04025823120316433,827.8579728382597,1,0.0386297854164076,828.7536180209759,1
34895,0.06457792312384217,814.4821422818868,1,0.06276364902053924,815.4799930387035,1
5265,0.09366550815778879,798.4839705132161,1,0.0911272599271949,799.8800070400428,1
30018,0.08965077710006808,800.6920725949626,1,0.08857584529645339,801.2832850869506,1
964,0.09445205358988777,798.0513705255618,1,0.09184333250437486,799.4861671225938,1
26995,0.06241439575460294,815.6720823349684,1,0.06138746220199403,816.2368957889033,1
12999,0.06047983568952459,816.7360903707614,1,0.059571825989286786,817.2354957058923,1
8494,0.16730462218794162,757.9824577966322,0,0.15047444609754487,767.2390546463503,0
1256,0.07704847672062308,807.6233378036573,1,0.07678304997004388,807.7693225164758,1
29077,0.031523067796868684,832.6623127117223,1,0.031376011885230495,832.7431934631232,1
32020,0.10088374639825959,794.5139394809572,0,0.09986459420309378,795.0744731882985,1
48878,0.06457792312384217,814.4821422818868,1,0.0631579656759195,815.2631188782443,1
5382,0.05327777277464068,820.6972249739476,1,0.05342292038374815,820.6173937889384,1
18838,0.069400798527421,811.8295608099185,1,0.06707842054092826,813.1068687024895,1
24287,0.031523067796868684,832.6623127117223,1,0.031376011885230495,832.7431934631232,1
45326,0.0563478415422286,819.0086871517742,1,0.054975648939397236,819.7633930833315,1
27719,0.07503544570554266,808.7305048619515,1,0.07255041388913715,810.0972723609746,1
2218,0.04449643787348085,825.5269591695856,1,0.04026459511381675,827.8544726874007,1
21612,0.03814484154930079,829.0203371478846,1,0.036781931325809446,829.7699377708049,1
27596,0.05015643879100392,822.4139586649478,1,0.04904526500531337,823.0251042470776,1
25170,0.06802201405095802,812.5878922719731,1,0.06642454684203106,813.4664992368829,1
12892,0.026769874360824727,835.2765691015464,1,0.026778488408804094,835.2718313751577,1
9430,0.06802201405095802,812.5878922719731,1,0.06779163131549673,812.7146027764768,1
21691,0.04435631863748191,825.604024749385,1,0.043188692921125725,826.2462188933808,1
6182,0.21870146939364665,729.7141918334944,0,0.21467947126919573,731.9262908019423,0
35152,0.13581381997803615,775.3023990120802,0,0.1341536377413622,776.2154992422508,0
5206,0.04869401303200536,823.2182928323971,1,0.04889329877876548,823.108685671679,1
41097,0.09988580300863031,795.0628083452534,1,0.09960486752952598,795.2173228587607,1
22075,0.03797146654207403,829.1156934018593,1,0.036414111040976714,829.9722389274629,1
34767,0.03339164811325683,831.6345935377087,1,0.03218440784938304,832.2985756828393,1
37977,0.12564343750767334,780.8961093707796,0,0.12849497563835652,779.3277633989039,0
14750,0.053351092157209824,820.6568993135346,1,0.05132559828535143,821.7709209430567,1
25154,0.04353466503857181,826.0559342287855,1,0.04363934556473443,825.998359939396,1
9033,0.035680189376047416,830.3758958431739,1,0.03530891482051058,830.5800968487192,1
539,0.08405131005176175,803.7717794715311,1,0.08681380043938396,802.2524097583389,1
33024,0.03056659756520597,833.1883713391367,1,0.030827455156898484,833.0448996637059,1
21028,0.042631468224395674,826.5526924765824,1,0.03715676891110873,829.5637770988902,1
11236,0.10323487368309463,793.220819474298,0,0.09976057083904559,795.131686038525,1
25072,0.048513440216660646,823.3176078808367,1,0.0461488280383204,824.6181445789238,1
47904,0.048513440216660646,823.3176078808367,1,0.0461488280383204,824.6181445789238,1
6475,0.042242928983618366,826.76638905901,1,0.04134083883052756,827.2625386432098,1
6143,0.058316308320285365,817.926030423843,1,0.05682855469727591,818.7442949164982,1
12706,0.042301963128479524,826.7339202793362,1,0.04071483426108952,827.6068411564007,1
7137,0.1152761534566546,786.59811559884,0,0.11274401037698596,787.9907942926577,0
35045,0.05789717870336188,818.156551713151,1,0.058066292614236736,818.0635390621698,1
3418,0.02316011286547284,837.26193792399,1,0.02322626106625417,837.2255564135602,1
8552,0.047480808902044,823.8855551038758,1,0.0461488280383204,824.6181445789238,1
32347,0.06392392661664044,814.8418403608478,1,0.06323272381077862,815.2220019040718,1
36197,0.1189839385414881,784.5588338021815,0,0.11192063851720262,788.4436488155386,0
4438,0.048712001767585174,823.2083990278281,1,0.0480627294568686,823.5654987987223,1
6299,0.048712001767585174,823.2083990278281,1,0.0480627294568686,823.5654987987223,1
4127,0.11443407049369968,787.0612612284651,0,0.11187850080046013,788.466824559747,0
38286,0.15887669141446817,762.6178197220424,0,0.1568741993255042,763.7191903709727,0
35110,0.042301963128479524,826.7339202793362,1,0.04071483426108952,827.6068411564007,1
43084,0.016656741877396727,840.8387919674318,1,0.01606089913580632,841.1665054753065,1
19300,0.03814484154930079,829.0203371478846,1,0.036781931325809446,829.7699377708049,1
37828,0.07664625997245286,807.8445570151509,1,0.07508745786407403,808.7018981747593,1
26445,0.06457792312384217,814.4821422818868,1,0.0631579656759195,815.2631188782443,1
36005,0.17096639133635952,755.9684847650024,0,0.17551389587809,753.4673572670506,0
28078,0.04993802639926037,822.5340854804068,1,0.04889589126057906,823.1072598066816,1
39161,0.05737586020895825,818.4432768850729,1,0.05700906007038086,818.6450169612905,1
17957,0.09214668382595687,799.3193238957238,1,0.08782679961158202,801.6952602136298,1
31190,0.04654847439834594,824.3983390809098,1,0.04531945816485772,825.0742980093282,1
36852,0.06802201405095802,812.5878922719731,1,0.06681886349741133,813.2496250764237,1
3586,0.07652724115560801,807.9100173644156,1,0.07678304997004388,807.7693225164758,1
35011,0.08084733091384122,805.5339679973873,1,0.07951797389080664,806.2651143600564,1
10927,0.0444350847444824,825.5607033905346,1,0.04347160407425956,826.0906177591572,1
8812,0.017386940187892597,840.4371828966591,1,0.017849916980232666,840.182545660872,1
1954,0.07652724115560801,807.9100173644156,1,0.07678304997004388,807.7693225164758,1
38226,0.04441535278234307,825.5715559697113,1,0.04256268835168769,826.5905214065718,1
46547,0.04654847439834594,824.3983390809098,1,0.04531945816485772,825.0742980093282,1
38766,0.027129374311501583,835.0788441286742,1,0.027249403494484393,835.0128280780336,1
10440,0.04455803646933177,825.4930799418676,1,0.04354516276068446,826.0501604816236,1
5946,0.03932015655090614,828.3739138970017,1,0.03776440573480622,829.2295768458566,1
31792,0.06650992657919215,813.4195403814443,1,0.0667093879052485,813.3098366521133,1
39909,0.09131593246578092,799.7762371438205,1,0.0868540317934966,802.2302825135769,1
18,0.03814484154930079,829.0203371478846,1,0.036781931325809446,829.7699377708049,1
25083,0.18137529279144818,750.2435889647036,0,0.1635402141169526,760.0528822356761,0
25651,0.09646505213134295,796.9442213277614,1,0.09753429084330911,796.35614003618,1
10069,0.04212858812125275,826.829276533311,1,0.04034701397625679,827.8091423130587,1
1738,0.043477278130084875,826.0874970284533,1,0.0416973086700863,827.0664802314526,1
24133,0.051114245405401444,821.8871650270293,1,0.05081956040948663,822.0492417747823,1
7387,0.06457792312384217,814.4821422818868,1,0.0641307334940049,814.7280965782974,1
19934,0.10830826892483664,790.4304520913398,0,0.1066421733895107,791.3468046357691,0
17383,0.04735785717719462,823.9531785525429,1,0.046075269351895494,824.6586018564575,1
8987,0.04441535278234307,825.5715559697113,1,0.04256268835168769,826.5905214065718,1
